devolucaoId,protocolo,mesRef,dataAbertura,dataFechamento,motivoId,unidadeId,canalEntrada,criticidade,slaDias,tempoCorrecaoDias,slaEstourado,status
4371,DV-104371,2025-07,2025-07-14,2025-07-19,240,2,Portal SILIC,Média,6,5,0,Concluído
4372,DV-104372,2025-07,2025-07-14,2025-07-18,240,5,E-mail,Média,6,4,0,Concluído
4373,DV-104373,2025-07,2025-07-13,2025-07-20,241,3,Portal SILIC,Média,6,7,1,Concluído
4374,DV-104374,2025-07,2025-07-23,2025-07-30,242,13,E-mail,Média,6,7,1,Concluído
4375,DV-104375,2025-07,2025-07-25,2025-08-01,243,13,Portal SILIC,Média,6,7,1,Concluído
4376,DV-104376,2025-07,2025-07-26,2025-07-30,243,16,Portal SILIC,Média,6,4,0,Concluído
4377,DV-104377,2025-07,2025-07-06,2025-07-11,244,10,Esteira Interna,Média,6,5,0,Concluído
4378,DV-104378,2025-07,2025-07-27,2025-08-02,244,18,Portal SILIC,Média,6,6,0,Concluído
4379,DV-104379,2025-07,2025-07-11,2025-07-16,245,8,Esteira Interna,Média,6,5,0,Concluído
4380,DV-104380,2025-07,2025-07-19,2025-07-25,245,15,Portal SILIC,Média,6,6,0,Concluído
4381,DV-104381,2025-07,2025-07-05,2025-07-11,246,13,Portal SILIC,Média,6,6,0,Concluído
4382,DV-104382,2025-07,2025-07-25,2025-07-29,246,13,Portal SILIC,Média,6,4,0,Concluído
4383,DV-104383,2025-07,2025-07-27,2025-08-03,247,14,Esteira Interna,Média,6,7,1,Concluído
4384,DV-104384,2025-07,2025-07-02,2025-07-06,247,14,Portal SILIC,Média,6,4,0,Concluído
4385,DV-104385,2025-07,2025-07-24,2025-07-31,248,9,E-mail,Média,6,7,1,Concluído
4386,DV-104386,2025-07,2025-07-15,2025-07-22,249,15,Portal SILIC,Média,6,7,1,Concluído
4387,DV-104387,2025-07,2025-07-02,2025-07-07,250,4,Esteira Interna,Média,6,5,0,Concluído
4388,DV-104388,2025-07,2025-07-09,2025-07-14,250,15,Portal SILIC,Média,6,5,0,Concluído
4389,DV-104389,2025-07,2025-07-11,2025-07-16,251,6,Portal SILIC,Média,6,5,0,Concluído
4390,DV-104390,2025-07,2025-07-01,2025-07-06,251,16,E-mail,Média,6,5,0,Concluído
4391,DV-104391,2025-07,2025-07-27,2025-08-02,252,15,E-mail,Média,6,6,0,Concluído
4392,DV-104392,2025-07,2025-07-11,2025-07-16,252,6,Portal SILIC,Média,6,5,0,Concluído
4393,DV-104393,2025-07,2025-07-01,2025-07-05,253,11,E-mail,Média,6,4,0,Concluído
4394,DV-104394,2025-07,2025-07-11,2025-07-17,253,14,Portal SILIC,Média,6,6,0,Concluído
4395,DV-104395,2025-07,2025-07-07,2025-07-11,254,15,Esteira Interna,Alta,5,4,0,Concluído
4396,DV-104396,2025-07,2025-07-23,2025-07-28,255,3,Portal SILIC,Alta,5,5,0,Concluído
4397,DV-104397,2025-07,2025-07-07,2025-07-12,256,7,Portal SILIC,Alta,5,5,0,Concluído
4398,DV-104398,2025-07,2025-07-19,2025-07-24,257,9,E-mail,Alta,5,5,0,Concluído
4399,DV-104399,2025-07,2025-07-27,2025-07-30,258,14,Portal SILIC,Alta,5,3,0,Concluído
4400,DV-104400,2025-07,2025-07-26,2025-08-01,259,2,Portal SILIC,Alta,5,6,1,Concluído
4401,DV-104401,2025-07,2025-07-27,2025-07-31,260,16,E-mail,Alta,5,4,0,Concluído
4402,DV-104402,2025-07,2025-07-19,2025-07-22,260,3,Esteira Interna,Alta,5,3,0,Concluído
4403,DV-104403,2025-07,2025-07-18,2025-07-24,261,4,Portal SILIC,Alta,5,6,1,Concluído
4404,DV-104404,2025-07,2025-07-09,2025-07-16,261,17,Portal SILIC,Alta,5,7,1,Concluído
4405,DV-104405,2025-07,2025-07-10,2025-07-15,262,5,Esteira Interna,Alta,5,5,0,Concluído
4406,DV-104406,2025-07,2025-07-23,2025-07-29,263,11,Portal SILIC,Alta,5,6,1,Concluído
4407,DV-104407,2025-07,2025-07-07,2025-07-13,264,5,Portal SILIC,Alta,5,6,1,Concluído
4408,DV-104408,2025-07,2025-07-16,2025-07-23,264,2,Portal SILIC,Alta,5,7,1,Concluído
4409,DV-104409,2025-07,2025-07-10,2025-07-18,265,6,Portal SILIC,Alta,5,8,1,Concluído
4410,DV-104410,2025-07,2025-07-16,2025-07-23,265,16,E-mail,Alta,5,7,1,Concluído
4411,DV-104411,2025-07,2025-07-24,2025-07-31,266,9,Portal SILIC,Alta,5,7,1,Concluído
4412,DV-104412,2025-07,2025-07-09,2025-07-15,267,9,Esteira Interna,Alta,5,6,1,Concluído
4413,DV-104413,2025-07,2025-07-20,2025-07-25,268,16,E-mail,Alta,5,5,0,Concluído
4414,DV-104414,2025-07,2025-07-18,2025-07-24,268,8,Portal SILIC,Alta,5,6,1,Concluído
4415,DV-104415,2025-07,2025-07-02,2025-07-09,268,8,E-mail,Alta,5,7,1,Concluído
4416,DV-104416,2025-07,2025-07-19,2025-07-25,269,12,Esteira Interna,Alta,5,6,1,Concluído
4417,DV-104417,2025-07,2025-07-26,2025-08-03,269,17,Portal SILIC,Alta,5,8,1,Concluído
4418,DV-104418,2025-07,2025-07-14,2025-07-19,270,9,Portal SILIC,Alta,5,5,0,Concluído
4419,DV-104419,2025-07,2025-07-26,2025-07-31,270,9,E-mail,Alta,5,5,0,Concluído
4420,DV-104420,2025-07,2025-07-05,2025-07-10,271,17,Portal SILIC,Alta,5,5,0,Concluído
4421,DV-104421,2025-07,2025-07-15,2025-07-22,271,1,E-mail,Alta,5,7,1,Concluído
4422,DV-104422,2025-07,2025-07-20,2025-07-27,272,7,Portal SILIC,Alta,5,7,1,Concluído
4423,DV-104423,2025-07,2025-07-04,2025-07-08,272,8,Portal SILIC,Alta,5,4,0,Concluído
4424,DV-104424,2025-07,2025-07-15,2025-07-22,273,17,Esteira Interna,Alta,5,7,1,Concluído
4425,DV-104425,2025-07,2025-07-04,2025-07-09,273,3,Esteira Interna,Alta,5,5,0,Concluído
4426,DV-104426,2025-07,2025-07-13,2025-07-19,273,1,Portal SILIC,Alta,5,6,1,Concluído
4427,DV-104427,2025-07,2025-07-22,2025-07-27,274,2,Portal SILIC,Alta,5,5,0,Concluído
4428,DV-104428,2025-07,2025-07-15,2025-07-21,275,12,Esteira Interna,Alta,5,6,1,Concluído
4429,DV-104429,2025-07,2025-07-24,2025-07-31,275,2,E-mail,Alta,5,7,1,Concluído
4430,DV-104430,2025-07,2025-07-03,2025-07-10,276,11,Portal SILIC,Alta,5,7,1,Concluído
4431,DV-104431,2025-07,2025-07-01,2025-07-07,276,1,E-mail,Alta,5,6,1,Concluído
4432,DV-104432,2025-07,2025-07-07,2025-07-15,277,9,Esteira Interna,Alta,5,8,1,Concluído
4433,DV-104433,2025-07,2025-07-07,2025-07-14,277,10,Portal SILIC,Alta,5,7,1,Concluído
4434,DV-104434,2025-07,2025-07-13,2025-07-18,277,12,E-mail,Alta,5,5,0,Concluído
4435,DV-104435,2025-07,2025-07-08,2025-07-13,278,8,Esteira Interna,Alta,5,5,0,Concluído
4436,DV-104436,2025-07,2025-07-25,2025-08-02,278,8,Portal SILIC,Alta,5,8,1,Concluído
4437,DV-104437,2025-07,2025-07-20,2025-07-27,278,16,Portal SILIC,Alta,5,7,1,Concluído
4438,DV-104438,2025-07,2025-07-11,2025-07-17,279,1,E-mail,Média,6,6,0,Concluído
4439,DV-104439,2025-07,2025-07-03,2025-07-09,279,7,Portal SILIC,Média,6,6,0,Concluído
4440,DV-104440,2025-07,2025-07-04,2025-07-08,280,2,Esteira Interna,Média,6,4,0,Concluído
4441,DV-104441,2025-07,2025-07-12,2025-07-17,281,4,Esteira Interna,Média,6,5,0,Concluído
4442,DV-104442,2025-07,2025-07-17,2025-07-24,281,5,Portal SILIC,Média,6,7,1,Concluído
4443,DV-104443,2025-07,2025-07-12,2025-07-17,282,15,Portal SILIC,Média,6,5,0,Concluído
4444,DV-104444,2025-07,2025-07-19,2025-07-25,283,9,Portal SILIC,Média,6,6,0,Concluído
4445,DV-104445,2025-07,2025-07-02,2025-07-06,283,2,Portal SILIC,Média,6,4,0,Concluído
4446,DV-104446,2025-07,2025-07-26,2025-07-31,284,17,E-mail,Média,6,5,0,Concluído
4447,DV-104447,2025-07,2025-07-27,2025-08-02,284,6,E-mail,Média,6,6,0,Concluído
4448,DV-104448,2025-07,2025-07-15,2025-07-19,285,9,Portal SILIC,Média,6,4,0,Concluído
4449,DV-104449,2025-07,2025-07-09,2025-07-16,285,10,E-mail,Média,6,7,1,Concluído
4450,DV-104450,2025-07,2025-07-06,2025-07-13,286,14,Esteira Interna,Média,6,7,1,Concluído
4451,DV-104451,2025-07,2025-07-10,2025-07-15,286,6,Portal SILIC,Média,6,5,0,Concluído
4452,DV-104452,2025-07,2025-07-11,2025-07-18,287,9,E-mail,Média,6,7,1,Concluído
4453,DV-104453,2025-07,2025-07-10,2025-07-16,288,5,Esteira Interna,Média,6,6,0,Concluído
4454,DV-104454,2025-07,2025-07-07,2025-07-13,289,7,Portal SILIC,Média,6,6,0,Concluído
4455,DV-104455,2025-07,2025-07-21,2025-07-25,289,7,Esteira Interna,Média,6,4,0,Concluído
4456,DV-104456,2025-07,2025-07-04,2025-07-10,290,16,Esteira Interna,Média,6,6,0,Concluído
4457,DV-104457,2025-07,2025-07-12,2025-07-19,291,17,Esteira Interna,Média,6,7,1,Concluído
4458,DV-104458,2025-07,2025-07-22,2025-07-27,291,3,Portal SILIC,Média,6,5,0,Concluído
4459,DV-104459,2025-07,2025-07-03,2025-07-10,292,7,Portal SILIC,Média,6,7,1,Concluído
4460,DV-104460,2025-07,2025-07-25,2025-07-31,292,14,Portal SILIC,Média,6,6,0,Concluído
4461,DV-104461,2025-07,2025-07-23,2025-07-26,293,9,Esteira Interna,Alta,5,3,0,Concluído
4462,DV-104462,2025-07,2025-07-21,2025-07-24,293,12,E-mail,Alta,5,3,0,Concluído
4463,DV-104463,2025-07,2025-07-12,2025-07-17,294,7,Portal SILIC,Alta,5,5,0,Concluído
4464,DV-104464,2025-07,2025-07-02,2025-07-07,294,4,Esteira Interna,Alta,5,5,0,Concluído
4465,DV-104465,2025-07,2025-07-16,2025-07-21,295,10,E-mail,Alta,5,5,0,Concluído
4466,DV-104466,2025-07,2025-07-08,2025-07-12,296,13,Esteira Interna,Alta,5,4,0,Concluído
4467,DV-104467,2025-07,2025-07-18,2025-07-24,297,17,Portal SILIC,Alta,5,6,1,Concluído
4468,DV-104468,2025-07,2025-07-10,2025-07-14,298,2,Portal SILIC,Alta,5,4,0,Concluído
4469,DV-104469,2025-07,2025-07-23,2025-07-28,299,3,Esteira Interna,Alta,5,5,0,Concluído
4470,DV-104470,2025-07,2025-07-12,2025-07-18,300,3,Portal SILIC,Alta,5,6,1,Concluído
4471,DV-104471,2025-07,2025-07-18,2025-07-25,300,9,Esteira Interna,Alta,5,7,1,Concluído
4472,DV-104472,2025-07,2025-07-13,2025-07-19,301,9,Portal SILIC,Alta,5,6,1,Concluído
4473,DV-104473,2025-07,2025-07-08,2025-07-15,301,11,Portal SILIC,Alta,5,7,1,Concluído
4474,DV-104474,2025-07,2025-07-05,2025-07-10,302,7,Portal SILIC,Alta,5,5,0,Concluído
4475,DV-104475,2025-07,2025-07-16,2025-07-22,302,14,Portal SILIC,Alta,5,6,1,Concluído
4476,DV-104476,2025-07,2025-07-01,2025-07-06,303,5,Esteira Interna,Alta,5,5,0,Concluído
4477,DV-104477,2025-07,2025-07-13,2025-07-20,304,16,Portal SILIC,Alta,5,7,1,Concluído
4478,DV-104478,2025-07,2025-07-08,2025-07-16,304,6,E-mail,Alta,5,8,1,Concluído
4479,DV-104479,2025-07,2025-07-24,2025-07-30,304,17,Portal SILIC,Alta,5,6,1,Concluído
4480,DV-104480,2025-07,2025-07-04,2025-07-09,305,7,E-mail,Alta,5,5,0,Concluído
4481,DV-104481,2025-07,2025-07-16,2025-07-20,306,16,E-mail,Média,6,4,0,Concluído
4482,DV-104482,2025-07,2025-07-22,2025-07-27,307,16,E-mail,Média,6,5,0,Concluído
4483,DV-104483,2025-07,2025-07-04,2025-07-11,307,5,Portal SILIC,Média,6,7,1,Concluído
4484,DV-104484,2025-07,2025-07-24,2025-07-30,308,1,Portal SILIC,Média,6,6,0,Concluído
4485,DV-104485,2025-07,2025-07-08,2025-07-12,308,16,Portal SILIC,Média,6,4,0,Concluído
4486,DV-104486,2025-07,2025-07-27,2025-07-31,309,4,Portal SILIC,Média,6,4,0,Concluído
4487,DV-104487,2025-07,2025-07-13,2025-07-18,310,9,Esteira Interna,Alta,5,5,0,Concluído
4488,DV-104488,2025-07,2025-07-26,2025-07-30,310,16,E-mail,Alta,5,4,0,Concluído
4489,DV-104489,2025-07,2025-07-25,2025-07-31,311,1,E-mail,Alta,5,6,1,Concluído
4490,DV-104490,2025-07,2025-07-13,2025-07-19,311,8,Esteira Interna,Alta,5,6,1,Concluído
4491,DV-104491,2025-07,2025-07-03,2025-07-10,312,9,E-mail,Alta,5,7,1,Concluído
4492,DV-104492,2025-07,2025-07-09,2025-07-13,313,18,Portal SILIC,Alta,5,4,0,Concluído
4493,DV-104493,2025-07,2025-07-21,2025-07-28,314,4,Portal SILIC,Alta,5,7,1,Concluído
4494,DV-104494,2025-07,2025-07-05,2025-07-12,314,10,E-mail,Alta,5,7,1,Concluído
4495,DV-104495,2025-07,2025-07-20,2025-07-25,314,1,Portal SILIC,Alta,5,5,0,Concluído
4496,DV-104496,2025-07,2025-07-04,2025-07-11,315,14,Portal SILIC,Alta,5,7,1,Concluído
4497,DV-104497,2025-07,2025-07-21,2025-07-26,315,17,Esteira Interna,Alta,5,5,0,Concluído
4498,DV-104498,2025-07,2025-07-10,2025-07-13,316,2,Portal SILIC,Alta,5,3,0,Concluído
4499,DV-104499,2025-07,2025-07-16,2025-07-21,316,16,E-mail,Alta,5,5,0,Concluído
4500,DV-104500,2025-07,2025-07-17,2025-07-25,317,6,Portal SILIC,Alta,5,8,1,Concluído
4501,DV-104501,2025-07,2025-07-20,2025-07-27,318,18,Esteira Interna,Alta,5,7,1,Concluído
4502,DV-104502,2025-07,2025-07-07,2025-07-13,318,10,Portal SILIC,Alta,5,6,1,Concluído
4503,DV-104503,2025-07,2025-07-03,2025-07-09,319,18,E-mail,Baixa,7,6,0,Concluído
4504,DV-104504,2025-07,2025-07-06,2025-07-12,320,2,E-mail,Baixa,7,6,0,Concluído
4505,DV-104505,2025-07,2025-07-19,2025-07-24,321,4,Portal SILIC,Baixa,7,5,0,Concluído
4506,DV-104506,2025-07,2025-07-12,2025-07-15,322,6,Portal SILIC,Baixa,7,3,0,Concluído
4507,DV-104507,2025-07,2025-07-27,2025-07-30,323,2,Esteira Interna,Baixa,7,3,0,Concluído
4508,DV-104508,2025-07,2025-07-09,2025-07-12,324,14,Portal SILIC,Baixa,7,3,0,Concluído
4509,DV-104509,2025-07,2025-07-01,2025-07-06,325,12,Esteira Interna,Baixa,7,5,0,Concluído
4510,DV-104510,2025-07,2025-07-22,2025-07-26,326,8,E-mail,Baixa,7,4,0,Concluído
4511,DV-104511,2025-07,2025-07-02,2025-07-07,327,10,Portal SILIC,Baixa,7,5,0,Concluído
4512,DV-104512,2025-07,2025-07-16,2025-07-19,327,8,E-mail,Baixa,7,3,0,Concluído
4513,DV-104513,2025-07,2025-07-04,2025-07-10,328,4,E-mail,Baixa,7,6,0,Concluído
4514,DV-104514,2025-07,2025-07-14,2025-07-20,329,16,Portal SILIC,Baixa,7,6,0,Concluído
4515,DV-104515,2025-07,2025-07-25,2025-07-30,330,2,Portal SILIC,Baixa,7,5,0,Concluído
4516,DV-104516,2025-07,2025-07-23,2025-07-27,331,13,Esteira Interna,Baixa,7,4,0,Concluído
4517,DV-104517,2025-07,2025-07-22,2025-07-26,332,17,Portal SILIC,Baixa,7,4,0,Concluído
4518,DV-104518,2025-07,2025-07-15,2025-07-18,333,4,E-mail,Baixa,7,3,0,Concluído
4519,DV-104519,2025-07,2025-07-02,2025-07-07,334,16,Portal SILIC,Baixa,7,5,0,Concluído
4520,DV-104520,2025-07,2025-07-13,2025-07-18,335,8,Portal SILIC,Baixa,7,5,0,Concluído
4521,DV-104521,2025-07,2025-07-14,2025-07-17,336,1,Esteira Interna,Baixa,7,3,0,Concluído
4522,DV-104522,2025-07,2025-07-24,2025-07-29,336,17,E-mail,Baixa,7,5,0,Concluído
4523,DV-104523,2025-07,2025-07-21,2025-07-24,337,14,Portal SILIC,Baixa,7,3,0,Concluído
4524,DV-104524,2025-07,2025-07-24,2025-07-28,338,3,Portal SILIC,Baixa,7,4,0,Concluído
4525,DV-104525,2025-07,2025-07-14,2025-07-18,339,12,E-mail,Baixa,7,4,0,Concluído
4526,DV-104526,2025-07,2025-07-11,2025-07-17,340,8,Portal SILIC,Baixa,7,6,0,Concluído
4527,DV-104527,2025-07,2025-07-12,2025-07-15,341,4,E-mail,Baixa,7,3,0,Concluído
4528,DV-104528,2025-07,2025-07-24,2025-07-30,342,8,Portal SILIC,Baixa,7,6,0,Concluído
4529,DV-104529,2025-07,2025-07-18,2025-07-24,343,18,Portal SILIC,Baixa,7,6,0,Concluído
4530,DV-104530,2025-07,2025-07-05,2025-07-11,344,2,Esteira Interna,Baixa,7,6,0,Concluído
4531,DV-104531,2025-07,2025-07-22,2025-07-26,344,5,Esteira Interna,Baixa,7,4,0,Concluído
4532,DV-104532,2025-07,2025-07-06,2025-07-11,345,11,E-mail,Baixa,7,5,0,Concluído
4533,DV-104533,2025-07,2025-07-01,2025-07-05,346,7,E-mail,Baixa,7,4,0,Concluído
4534,DV-104534,2025-07,2025-07-24,2025-07-27,347,12,E-mail,Baixa,7,3,0,Concluído
4535,DV-104535,2025-07,2025-07-19,2025-07-24,349,12,Portal SILIC,Baixa,7,5,0,Concluído
4536,DV-104536,2025-07,2025-07-07,2025-07-12,350,9,Portal SILIC,Baixa,7,5,0,Concluído
4537,DV-104537,2025-07,2025-07-22,2025-07-28,351,8,Esteira Interna,Baixa,7,6,0,Concluído
4538,DV-104538,2025-07,2025-07-17,2025-07-20,353,7,Portal SILIC,Baixa,7,3,0,Concluído
4539,DV-104539,2025-07,2025-07-10,2025-07-16,354,3,Portal SILIC,Baixa,7,6,0,Concluído
4540,DV-104540,2025-07,2025-07-20,2025-07-24,355,9,Portal SILIC,Baixa,7,4,0,Concluído
4541,DV-104541,2025-07,2025-07-25,2025-07-31,356,2,Portal SILIC,Baixa,7,6,0,Concluído
4542,DV-104542,2025-07,2025-07-18,2025-07-23,357,6,Portal SILIC,Baixa,7,5,0,Concluído
4543,DV-104543,2025-08,2025-08-17,2025-08-21,1,2,Esteira Interna,Alta,5,4,0,Concluído
4544,DV-104544,2025-08,2025-08-17,2025-08-20,2,7,Portal SILIC,Alta,5,3,0,Concluído
4545,DV-104545,2025-08,2025-08-18,2025-08-21,3,8,Portal SILIC,Alta,5,3,0,Concluído
4546,DV-104546,2025-08,2025-08-25,2025-08-29,4,13,Portal SILIC,Alta,5,4,0,Concluído
4547,DV-104547,2025-08,2025-08-07,2025-08-10,5,15,Portal SILIC,Alta,5,3,0,Concluído
4548,DV-104548,2025-08,2025-08-16,2025-08-21,6,1,Portal SILIC,Média,6,5,0,Concluído
4549,DV-104549,2025-08,2025-08-18,2025-08-25,7,4,Esteira Interna,Alta,5,7,1,Concluído
4550,DV-104550,2025-08,2025-08-20,2025-08-28,7,8,E-mail,Alta,5,8,1,Concluído
4551,DV-104551,2025-08,2025-08-07,2025-08-13,7,7,Portal SILIC,Alta,5,6,1,Concluído
4552,DV-104552,2025-08,2025-08-22,2025-08-28,8,11,E-mail,Alta,5,6,1,Concluído
4553,DV-104553,2025-08,2025-08-10,2025-08-17,8,15,Portal SILIC,Alta,5,7,1,Concluído
4554,DV-104554,2025-08,2025-08-25,2025-09-02,8,9,Portal SILIC,Alta,5,8,1,Concluído
4555,DV-104555,2025-08,2025-08-13,2025-08-19,9,9,E-mail,Alta,5,6,1,Concluído
4556,DV-104556,2025-08,2025-08-02,2025-08-07,10,2,Esteira Interna,Média,6,5,0,Concluído
4557,DV-104557,2025-08,2025-08-16,2025-08-23,11,4,Esteira Interna,Média,6,7,1,Concluído
4558,DV-104558,2025-08,2025-08-19,2025-08-24,12,17,Esteira Interna,Média,6,5,0,Concluído
4559,DV-104559,2025-08,2025-08-21,2025-08-25,13,6,E-mail,Média,6,4,0,Concluído
4560,DV-104560,2025-08,2025-08-25,2025-08-30,13,13,E-mail,Média,6,5,0,Concluído
4561,DV-104561,2025-08,2025-08-02,2025-08-08,14,17,E-mail,Média,6,6,0,Concluído
4562,DV-104562,2025-08,2025-08-04,2025-08-09,15,12,Esteira Interna,Média,6,5,0,Concluído
4563,DV-104563,2025-08,2025-08-14,2025-08-19,15,16,E-mail,Média,6,5,0,Concluído
4564,DV-104564,2025-08,2025-08-26,2025-08-30,16,9,E-mail,Média,6,4,0,Concluído
4565,DV-104565,2025-08,2025-08-20,2025-08-26,17,14,Portal SILIC,Média,6,6,0,Concluído
4566,DV-104566,2025-08,2025-08-02,2025-08-06,17,7,Esteira Interna,Média,6,4,0,Concluído
4567,DV-104567,2025-08,2025-08-04,2025-08-11,18,15,Portal SILIC,Média,6,7,1,Concluído
4568,DV-104568,2025-08,2025-08-06,2025-08-11,19,1,Portal SILIC,Média,6,5,0,Concluído
4569,DV-104569,2025-08,2025-08-04,2025-08-10,20,12,Portal SILIC,Média,6,6,0,Concluído
4570,DV-104570,2025-08,2025-08-26,2025-08-31,21,3,Portal SILIC,Média,6,5,0,Concluído
4571,DV-104571,2025-08,2025-08-18,2025-08-24,21,15,Portal SILIC,Média,6,6,0,Concluído
4572,DV-104572,2025-08,2025-08-24,2025-08-28,22,3,Portal SILIC,Média,6,4,0,Concluído
4573,DV-104573,2025-08,2025-08-06,2025-08-11,22,18,Portal SILIC,Média,6,5,0,Concluído
4574,DV-104574,2025-08,2025-08-21,2025-08-26,23,17,Portal SILIC,Média,6,5,0,Concluído
4575,DV-104575,2025-08,2025-08-17,2025-08-24,24,4,E-mail,Média,6,7,1,Concluído
4576,DV-104576,2025-08,2025-08-20,2025-08-24,25,9,E-mail,Média,6,4,0,Concluído
4577,DV-104577,2025-08,2025-08-18,2025-08-22,25,6,Portal SILIC,Média,6,4,0,Concluído
4578,DV-104578,2025-08,2025-08-13,2025-08-17,26,2,Esteira Interna,Média,6,4,0,Concluído
4579,DV-104579,2025-08,2025-08-25,2025-08-30,26,4,Esteira Interna,Média,6,5,0,Concluído
4580,DV-104580,2025-08,2025-08-15,2025-08-20,27,13,Esteira Interna,Média,6,5,0,Concluído
4581,DV-104581,2025-08,2025-08-11,2025-08-16,28,13,E-mail,Média,6,5,0,Concluído
4582,DV-104582,2025-08,2025-08-10,2025-08-17,28,16,Portal SILIC,Média,6,7,1,Concluído
4583,DV-104583,2025-08,2025-08-11,2025-08-16,29,2,Esteira Interna,Média,6,5,0,Concluído
4584,DV-104584,2025-08,2025-08-19,2025-08-24,30,2,Portal SILIC,Média,6,5,0,Concluído
4585,DV-104585,2025-08,2025-08-27,2025-09-03,30,7,Portal SILIC,Média,6,7,1,Concluído
4586,DV-104586,2025-08,2025-08-18,2025-08-23,31,15,Portal SILIC,Média,6,5,0,Concluído
4587,DV-104587,2025-08,2025-08-15,2025-08-21,31,5,Portal SILIC,Média,6,6,0,Concluído
4588,DV-104588,2025-08,2025-08-24,2025-08-31,32,12,Portal SILIC,Média,6,7,1,Concluído
4589,DV-104589,2025-08,2025-08-20,2025-08-25,33,14,Esteira Interna,Alta,5,5,0,Concluído
4590,DV-104590,2025-08,2025-08-12,2025-08-15,34,13,Portal SILIC,Alta,5,3,0,Concluído
4591,DV-104591,2025-08,2025-08-10,2025-08-16,35,1,Esteira Interna,Alta,5,6,1,Concluído
4592,DV-104592,2025-08,2025-08-01,2025-08-05,36,14,Portal SILIC,Alta,5,4,0,Concluído
4593,DV-104593,2025-08,2025-08-20,2025-08-24,37,14,Portal SILIC,Alta,5,4,0,Concluído
4594,DV-104594,2025-08,2025-08-21,2025-08-27,37,5,Portal SILIC,Alta,5,6,1,Concluído
4595,DV-104595,2025-08,2025-08-25,2025-08-31,38,17,Portal SILIC,Alta,5,6,1,Concluído
4596,DV-104596,2025-08,2025-08-17,2025-08-25,38,4,Portal SILIC,Alta,5,8,1,Concluído
4597,DV-104597,2025-08,2025-08-19,2025-08-25,39,5,E-mail,Alta,5,6,1,Concluído
4598,DV-104598,2025-08,2025-08-15,2025-08-22,40,2,E-mail,Alta,5,7,1,Concluído
4599,DV-104599,2025-08,2025-08-14,2025-08-21,40,1,Portal SILIC,Alta,5,7,1,Concluído
4600,DV-104600,2025-08,2025-08-20,2025-08-25,40,11,Esteira Interna,Alta,5,5,0,Concluído
4601,DV-104601,2025-08,2025-08-04,2025-08-11,41,11,Portal SILIC,Alta,5,7,1,Concluído
4602,DV-104602,2025-08,2025-08-20,2025-08-27,41,9,E-mail,Alta,5,7,1,Concluído
4603,DV-104603,2025-08,2025-08-10,2025-08-16,42,16,Portal SILIC,Alta,5,6,1,Concluído
4604,DV-104604,2025-08,2025-08-26,2025-09-02,43,14,E-mail,Alta,5,7,1,Concluído
4605,DV-104605,2025-08,2025-08-06,2025-08-13,43,5,Portal SILIC,Alta,5,7,1,Concluído
4606,DV-104606,2025-08,2025-08-15,2025-08-21,44,10,Portal SILIC,Alta,5,6,1,Concluído
4607,DV-104607,2025-08,2025-08-10,2025-08-18,44,14,Esteira Interna,Alta,5,8,1,Concluído
4608,DV-104608,2025-08,2025-08-11,2025-08-18,45,15,Portal SILIC,Alta,5,7,1,Concluído
4609,DV-104609,2025-08,2025-08-10,2025-08-15,45,1,E-mail,Alta,5,5,0,Concluído
4610,DV-104610,2025-08,2025-08-06,2025-08-13,46,4,Portal SILIC,Alta,5,7,1,Concluído
4611,DV-104611,2025-08,2025-08-12,2025-08-17,46,16,Portal SILIC,Alta,5,5,0,Concluído
4612,DV-104612,2025-08,2025-08-18,2025-08-25,47,18,Portal SILIC,Alta,5,7,1,Concluído
4613,DV-104613,2025-08,2025-08-13,2025-08-18,47,13,Portal SILIC,Alta,5,5,0,Concluído
4614,DV-104614,2025-08,2025-08-13,2025-08-18,48,15,Portal SILIC,Alta,5,5,0,Concluído
4615,DV-104615,2025-08,2025-08-20,2025-08-26,48,1,Portal SILIC,Alta,5,6,1,Concluído
4616,DV-104616,2025-08,2025-08-24,2025-08-28,48,15,Portal SILIC,Alta,5,4,0,Concluído
4617,DV-104617,2025-08,2025-08-19,2025-08-26,49,16,Portal SILIC,Alta,5,7,1,Concluído
4618,DV-104618,2025-08,2025-08-03,2025-08-09,49,2,Portal SILIC,Alta,5,6,1,Concluído
4619,DV-104619,2025-08,2025-08-25,2025-08-31,50,14,Esteira Interna,Alta,5,6,1,Concluído
4620,DV-104620,2025-08,2025-08-23,2025-08-28,51,2,Portal SILIC,Alta,5,5,0,Concluído
4621,DV-104621,2025-08,2025-08-27,2025-09-03,52,3,Portal SILIC,Alta,5,7,1,Concluído
4622,DV-104622,2025-08,2025-08-07,2025-08-13,52,4,Portal SILIC,Alta,5,6,1,Concluído
4623,DV-104623,2025-08,2025-08-21,2025-08-27,53,13,E-mail,Alta,5,6,1,Concluído
4624,DV-104624,2025-08,2025-08-27,2025-09-04,54,9,Portal SILIC,Alta,5,8,1,Concluído
4625,DV-104625,2025-08,2025-08-06,2025-08-12,55,18,E-mail,Alta,5,6,1,Concluído
4626,DV-104626,2025-08,2025-08-25,2025-09-02,55,15,Esteira Interna,Alta,5,8,1,Concluído
4627,DV-104627,2025-08,2025-08-15,2025-08-21,56,16,Portal SILIC,Alta,5,6,1,Concluído
